Sentiment,Tweets,Cleaned_Tweets,Word_Count,Character_Count
1,I'm OFF! see you guys tomorrow! ,im see guy tomorrow,4,19
1,2 days! For my dream to come true!!!! ,2 day dream come true,5,21
0,hmmm why am I not being able to follow anyone back? ,hmmm able follow anyone back,5,28
1,"@Wenstrand Honey, Mr. Kid had quite the week.  But exhausting that it's been, I'm happy to be home...even if just for a short while.  ",honey mr kid quite week exhausting im happy homeeven short,10,58
0,@JackAllTimeLow whan you will come to israel ?.. ,whan come israel,3,16
0,"just finished washing a big pile of dirty laundry, gotta pack for the trip to langkawi later and my is body is aching ",finished washing big pile dirty laundry got ta pack trip langkawi later body aching,14,83
1,@dellagracia get well soon ,get well soon,3,13
1,home watching the best movie ever; Across the Universe! -- besides Rent yaknow! ,home watching best movie ever across universe besides rent yaknow,10,65
1,@Redraider3403 I love you  I wish you were here!! I made a 98 on my accounting test ,love wish made 98 accounting test,6,33
0,@AGM13 he's not here   only on my computer screen..,computer screen,2,15
0,@caidalica oh no  cirstea is out of roland garros and I didn't see her play today,oh cirstea roland garros didnt see play today,8,45
1,"Reading all my emails and doing some online works.    Hello to all of you, guys!  ",reading email online work hello guy,6,35
1,@McFly_xX It's automaticly recording the whole seson. Yes Max is awesome ,automaticly recording whole seson yes max awesome,7,49
1,"sometimes, like today, I simply stop and say, &quot;GOD! I have awesome parents! thanks for giving me to them.&quot;  gregory &amp; kathy, thank you.",sometimes like today simply stop say quotgod awesome parent thanks giving themquot gregory amp kathy thank,16,106
0,Wish she was going w/me to the Atlanta show ,wish wa going wme atlanta show,6,30
1,@DavidArchie just sing ur heart out! ,sing ur heart,3,13
1,@RamblingMuslima lovely memories masha'a'LlÃ¢h !  	 Zen Life ,lovely memory mashaallãh zen life,5,33
0,@alecNguyen me too! i'm so scard ,im scard,2,8
1,@onamatepiya piyaaa! hi. :] im hyper &amp; im bored &amp; im online &amp; im going to find pictures for the noteboook.  still cant send messages. grr.,piyaaa hi im hyper amp im bored amp im online amp im going find picture noteboook still cant send message grr,21,109
0,@spry Looks like I'm going to have to either come to the party or crash somewhere tonight. I left my keys at home ,look like im going either come party crash somewhere tonight left key home,13,74
0,now i have 7 updates!.....i'm gonna cry  jajajja,7 updatesim gon na cry jajajja,6,30
1,@tculler Lists actually reduced our spreadsheets more than Excel Svcs. No calculation=no excel is new policy. Excel isn't for potlucks ,list actually reduced spreadsheet excel svcs calculationno excel new policy excel isnt potluck,13,94
0,cannot believe Rajeev Motwani passes away   http://tinyurl.com/pdus6m @naval,believe rajeev motwani pass away,5,32
1,@leoncitobonito oh! that's cool. the mug came out well. good job. ,oh thats cool mug came well good job,8,36
0,A2DP seems to work very nicely on the 3GS but control (AVRCP) isn't there yet. Can't skip tracks fwd/back without using phone controls ,a2dp seems work nicely 3gs control avrcp isnt yet cant skip track fwdback without using phone control,17,101
1,is back from watching Annie Jr. at BHMS. it was really cute ,back watching annie jr bhms wa really cute,8,42
0,Today's location shoot was canceled because of the weather ,today location shoot wa canceled weather,6,40
1,@terakopian Good to hear I'm not the only one lost in the land of lens justification. ,good hear im one lost land lens justification,8,45
1,Happy Mother's Day to all moms. ,happy mother day mom,4,20
1,"@nikpages MACE, kothamangalam.. which trade and sem..? nice to meet you.. ",mace kothamangalam trade sem nice meet,6,38
1,@caitlinharnett come to panthers with Dana  /emoticonhugs,come panther dana emoticonhugs,4,30
1,"@PennySA - Ha ha, I hope so... like u, I was sort of 'fraid of kids &amp; love 'em to death now! ",ha ha hope like u wa sort fraid kid amp love em death,13,53
0,@The_Best_Biish I cleaned today.  Poor Tony he cant do much with his side.  I'm gonna cry when they put him under ,cleaned today poor tony cant much side im gon na cry put,12,56
0,The cavs make me sad ,cavs make sad,3,13
0,Morning people . 7 am better get ready for school. Seriousley can not be botherd ,morning people 7 better get ready school seriousley botherd,9,59
0,wiped deep-heat on her nose ,wiped deepheat nose,3,19
1,@jlpsu straight from either one of their mouths  open to it. no problem with it.,straight either one mouth open problem,6,38
1,"Church at St. Pats, NBC tour, planet hollywood dinner, and TIMES SQUARE!!!! ",church st pat nbc tour planet hollywood dinner time square,10,58
0,So tired and burdened with cramps.  ow.,tired burdened cramp ow,4,23
0,"Mom just brought me love in a box! Aka fellinis pizza! Yummy! On a sadder note, I think I left @electricBF at school ",mom brought love box aka fellini pizza yummy sadder note think left school,13,74
0,My priest is leaving my church. I've never felt so abandoned. ,priest leaving church ive never felt abandoned,7,46
1,"i thought ur account @DavidArchie was fake. but, it's true, sorry david! ",thought ur account wa fake true sorry david,8,43
1,is waiting for my friend to go to TP  http://plurk.com/p/t0wm2,waiting friend go tp,4,20
0,@donniewahlberg Thanx for all the foul lingo tonight. You should be sent to u know where for them all.   ,thanx foul lingo tonight sent u know,7,36
1,Just getting out of church. The word was inspiring! ,getting church word wa inspiring,5,32
1,@borogirl yup we sure do - and there is a National Geographic video pod cast too  Learning lots!,yup sure national geographic video pod cast learning lot,9,56
1,I like the swing of your hips ,like swing hip,3,14
1,@DrYoung Good morning or Good afternoon! ,good morning good afternoon,4,27
0,@youronlyfan if youd stop being so...so...um...so gay maybe i could..um..sleep.  i fail.,youd stop sosoumso gay maybe couldumsleep fail,7,46
0,its boilin today. Wot is with the weather these days. ,boilin today wot weather day,5,28
1,I am building symbolic bridges)Thats what the life is ,building symbolic bridgesthats life,4,35
0,"@JohnFrancisHair my hair is super straight but i love it with loose curls, they just fall out within half an hour  there has to be a trick",hair super straight love loose curl fall within half hour ha trick,12,66
1,Love the intro... &quot;Cycling his way through a midlife crisis!&quot;  #nzuphill,love intro quotcycling way midlife crisisquot # nzuphill,8,56
1,goodnight ,goodnight,1,9
0,http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game ,rounding base wa fast relay fast game,7,37
0,Pink eye means no eye makeup  boo this sucksss,pink eye mean eye makeup boo suck,7,33
1,@ilovesweat Ay? Compare what with what? Sorry ya lost me there. Oh yay! Tank tops! Exciting stuff ,ay compare sorry ya lost oh yay tank top exciting stuff,11,55
0,got a littttle too much sun today ,got littttle much sun today,5,27
1,"@Shontelle_Layne Yes, @steph_davies, @tooonico and I wants you here in Manila. Please say goodeveing to us. ",yes want manila please say goodeveing u,7,39
0,@SandraGraciela i just chatted u...not sure if u got it. but its a no go for me ,chatted unot sure u got go,6,26
0,@x3Vanessaaaaa I do the sad dance for you... *sad dance*  ,sad dance sad dance,4,19
0,I can't believe ppl write a jumble of words that are trend topics and ask ppl to follow them! Why should you care! Get real friends ppls ,cant believe ppl write jumble word trend topic ask ppl follow care get real friend ppls,16,87
1,"Enjoying every moment! Smelling a great meal, doing &quot;the twitter thing&quot; ",enjoying every moment smelling great meal quotthe twitter thingquot,9,67
1,speaking of eyes! u have very pretty eyes! i like the pic  &lt;3 u too!!!,speaking eye u pretty eye like pic lt3 u,9,40
1,@snookyonline give me a chance! Use my url shortening services! ,give chance use url shortening service,6,38
1,@Megan_Park I love that song! I'm going to a Taylor Swift concert in August! ,love song im going taylor swift concert august,8,46
0,@myrtti  ouch,ouch,1,4
0,its too warm ,warm,1,4
1,"Off to chill with my silly lily, then to Six Flags for some sweet/crazy fellowship with the saints!  ",chill silly lily six flag sweetcrazy fellowship saint,8,53
0,hang over to work is a bad idea. plus my left leg is not functioning. missing Nita's birthday dinner ,hang work bad idea plus left leg functioning missing nitas birthday dinner,12,74
0,"Shit should I call in sick or what, my kid was asking me if i could hang out with him tomorrow ",shit call sick kid wa asking could hang tomorrow,9,48
1,@rvanprice sooo sad I didn't see your invite till this morning! Since your baby is so cute it might not help my baby itch ,sooo sad didnt see invite till morning since baby cute might help baby itch,14,75
1,managed to get some headache tablets over lunch.. now just to wait for it to kick in ,managed get headache tablet lunch wait kick,7,43
1,oh you sweet nerdlings.  lots of clapping and woos for battlestar galactica  #140conf,oh sweet nerdlings lot clapping woos battlestar galactica # 140conf,10,67
1,@ScruffyPanther Fieri potest ut cerebrum tuum liquefiat ;-) think it's apt for you just now ,fieri potest ut cerebrum tuum liquefiat think apt,8,49
0,I need friends ,need friend,2,11
0,is URGH. ,urgh,1,4
0,"dammit, why do I have to live in germany.. I want to watch US movies NOW and not in 1000 years ",dammit live germany want watch u movie 1000 year,9,48
0,@_JAYYTEE hellz yea u look like u had a blast...that dress - certified...but no jumping in the pool??  lol,hellz yea u look like u blastthat dress certifiedbut jumping pool lol,12,69
0,@brakellis1 I heard The Pattz was there too but I didn't get to see him ,heard pattz wa didnt get see,6,28
0,I swear. I am always in the most awkward of situations ,swear always awkward situation,4,30
0,@jonathanlumang I don't care. I must watch the entire episode. ,dont care must watch entire episode,6,35
1,@jisee @burninghat  ï¿½hï¿½h. +1 ,ï½hï½h 1,2,8
1,@saraschaefer1 You in between Speidi in a &quot;Lovie's Legacy&quot; pose would be too much to hope for? ,speidi quotlovies legacyquot pose would much hope,7,49
0, my student said he would miss me next year for violin lesson and wants to add me on facebook,student said would miss next year violin lesson want add facebook,11,65
0,@aaron_talbot According to @jennytalia I ain't getting shit for an ovary. ,according aint getting shit ovary,5,33
0,Off to the barn. I really hope i'm not riding jazz  im too tired.,barn really hope im riding jazz im tired,8,40
1,"it's @andreamichellef's birthday today, wish her a good one assholes! Sleepytime ",birthday today wish good one asshole sleepytime,7,47
1,waking up after like 12 hours &amp; my parents are gone for the night yehoooooo ,waking like 12 hour amp parent gone night yehoooooo,9,51
1,Watching the dark knight.. Amazing ,watching dark knight amazing,4,28
0,really wish my crohns would give me just one day of no pain ,really wish crohn would give one day pain,8,41
1,"Back from snowboarding, way to busy for me.. Thinking of doing some more Java today ",back snowboarding way busy thinking java today,7,46
1,woah !! elephants on cma ,woah elephant cma,3,17
0,@FUZQFD847 Sounds wonderfull! If only I could afford $99.00 a month. ,sound wonderfull could afford 9900 month,6,40
0,work from 8:30 to 7 ,work 830 7,3,10
0,No Place like home  @ the airport catching a flight decided to tweed,place like home airport catching flight decided tweed,8,53
0,@vettievette the kids take over during the summer  *pours some chlorine out for the ole biddies*,kid take summer pours chlorine ole biddy,7,40
1,@neosole Oops! I wasn't near my phone most the night. I just sent you a text. ,oops wasnt near phone night sent text,7,37
1,"Follow me  ,  love youuuuuu",follow love youuuuuu,3,20
0,@BigGuyRunning this storm is INSANE!!! I feel like a tree is going to come crashing into our window any minute. Come home from work ,storm insane feel like tree going come crashing window minute come home work,13,76
0,@mustBeButta I got her till 630 but no one her till I get off at 1130  I'll be alright,got till 630 one till get 1130 ill alright,9,42
1,10 more subscribers until 200  anyone wanna be my 191th? http://www.youtube.com/user/erinmusicluver4499,10 subscriber 200 anyone wan na 191th,7,37
1,@belladonna20 @stevehealy - I'm sure she is a pro ,im sure pro,3,11
1,@travellingsally you're so welcome  hope today is a good sunday not a flat out nasty guest sunday. chat soon,youre welcome hope today good sunday flat nasty guest sunday chat soon,12,70
0,@sharoda gr8 buds paper all done! I was bone tired after gym yesterday  slept like a log at 9pm!,gr8 bud paper done wa bone tired gym yesterday slept like log 9pm,13,65
1,is well lunched and fixing the web. ,well lunched fixing web,4,23
1,@antoniusglock it doesn't. it's actually amusing ,doesnt actually amusing,3,23
1,AWESOME wedding with Wendi yesterday. Downloading images and working on a couple sessions to post today. ,awesome wedding wendi yesterday downloading image working couple session post today,11,83
1,"Hi @sterestherster, thanks for the @MrTweet recommendation. http://mrtweet.net/natasjadb?tr Dank! ",hi thanks recommendation dank,4,29
0,@sighlance bogus. ,bogus,1,5
1,@Crazy_Beauty27 cant wait to see his new hair cut! hes such a sweet baby  give them all kisses and hugs for me!,cant wait see new hair cut sweet baby give kiss hug,11,51
0,"It took me 15 minutes to get the courage to call the harp teacher, but his phone went right to voice mail.  Go figure. ",took 15 minute get courage call harp teacher phone went right voice mail go figure,15,82
1,is finally going to bed ,finally going bed,3,17
0,"another saturday, working ALL day again... i've come to loathe saturdays ",another saturday working day ive come loathe saturday,8,53
1,@fancinematoday Glad you liked 'Pinch.'  You're welcome for the heads-up (though my first name is spelled with a Y),glad liked pinch youre welcome headsup though first name spelled,10,64
0,@Lloyal mad crazy! I'm trying to tweet back at ya and it won't let me ,mad crazy im trying tweet back ya wont let,9,42
0,I finished my bio exam 45 mins early. This is me bored.     http://twitpic.com/7jmnw,finished bio exam 45 min early bored,7,36
0,@allyouhave great song. I'm sorry though. ,great song im sorry though,5,26
0,"OK, home made pizza tonight, but horrors, I've run out of anchovies ",ok home made pizza tonight horror ive run anchovy,9,49
1,@watergirly Hope you get it. I did a research paper on PCSO and related  the study to GIS mapping. Good luck but I know u don't need it ,hope get research paper pcso related study gi mapping good luck know u dont need,15,80
1,Really great guys sharing smiles and kind words: @TonyLazz and @DonShapiro1 -  #followfriday,really great guy sharing smile kind word # followfriday,9,55
0,"@cassowaryjewel Like getting Love stamps for wedding invitations, christmas stamps in december ... sighs ... where are my philatelists? ",like getting love stamp wedding invitation christmas stamp december sigh philatelist,11,84
0,scheiÃe ich verpass die kÃ¶rmes in willofs  holy shit i'll miss the annual farmers binge drinking in a foul and stinky one-horse town ,scheiãe ich verpa die kãrmes willofs holy shit ill miss annual farmer binge drinking foul stinky onehorse town,18,110
0,ahhhh I want to go to sleep so bad but so much to do ,ahhhh want go sleep bad much,6,28
1,Holy moly! The breakfast line is a mile long...  Your favorite sweep team (us!) hits the route at 7:15; wish us a boring day  #alc8,holy moly breakfast line mile long favorite sweep team u hit route 715 wish u boring day # alc8,19,95
0,I want my phone back ! Using this one is like cheating on my other one.  ,want phone back using one like cheating one,8,43
1,@mikeisberto oh for sure! you're welcome haha thanks for the reply!  i love your music! super talented!,oh sure youre welcome haha thanks reply love music super talented,11,65
1,@c00rzMcg33 i love thee as well miss smithhhhhh. you should pick me up in the morning! ,love thee well miss smithhhhhh pick morning,7,43
0,headache ,headache,1,8
0,"@beckycloonan I got up at 6, sweaty, I saw all clothes&amp;garbage all over the balcony, it's windy and I had to go to work. blegh. ",got 6 sweaty saw clothesampgarbage balcony windy go work blegh,10,62
0,i drink coffee now and i get tired. ,drink coffee get tired,4,22
1,went to church t.day trynna start the week of good ,went church tday trynna start week good,7,39
0,can someone hug me  i want cuddles,someone hug want cuddle,4,23
0,Ergh miserable weather ,ergh miserable weather,3,22
0,No good doughnuts in England. ,good doughnut england,3,21
0,shh!t it's saturday already. Too late to sell USD for this week  #EURUSD,shht saturday already late sell usd week # eurusd,9,49
0,"enjoying the storm, thats right, ENJOYING IT im outside in it also, sellinmy clothes 4 ipod money mine broke ",enjoying storm thats right enjoying im outside also sellinmy clothes 4 ipod money mine broke,15,92
0,Yuck face! Dude next to me has the worst breath! I offered him a mint and he said no thanks! ,yuck face dude next ha worst breath offered mint said thanks,11,60
0,@tommcfly dooooooon't say that  you have too much amazing pics of yourself ,dooooooont say much amazing pic,5,31
1,@anefallarme Lol! That's C's surname. ,lol thats c surname,4,19
1,@ArabGirlALWZ i wanna tell @BLAHSODMG but i can't or it'll ruin the secret ,wan na tell cant itll ruin secret,7,33
0,"@crablin Ahh, I'd be a bit worried about drivers - Duncan tried XP and there were no drivers for anything and that fucked his shit up. ",ahh id bit worried driver duncan tried xp driver anything fucked shit,12,69
0,Still wishing she was at church camp.  ,still wishing wa church camp,5,28
0,Worried about Trisha. ,worried trisha,2,14
0,@mr_swain thats not good ,thats good,2,10
0,@thecabodiablo I'm all out of Cabo ,im cabo,2,7
1,@Tal_and_Aviad  Followers need incentives too...give us something in return ,follower need incentive toogive u something return,7,50
0,I wish I could speak french. ,wish could speak french,4,23
1,Just got twitter (little confused) ,got twitter little confused,4,27
1,@Impala_Guy Awww thank u  I feel better with that hair now.....more comfy ,awww thank u feel better hair nowmore comfy,8,43
0,uh oh...Air France jet is missing.  http://bit.ly/GqBXf,uh ohair france jet missing,5,27
1,Just read Kimora Lee Simons gave birth to a baby boy today ,read kimora lee simon gave birth baby boy today,9,47
0,@SarahSloane I wonder how many right wing people would carry squirt guns full of red dye on that day if we did. ,wonder many right wing people would carry squirt gun full red dye day,13,69
0,Well hungry. Want some eggs but no egg cups! ,well hungry want egg egg cup,6,28
1,@valxx http://twitpic.com/2w1uj - This is awesome! i love it!! especially the wordings. AWESOME! KEEP MOVING ON! ,awesome love especially wording awesome keep moving,7,51
1,"Karl: woot just took what army, i know it's nothing great but an accomplishment for me ",karl woot took army know nothing great accomplishment,8,53
0,@clarinette02 good morning! Why is it freezing inside? It's really warm here... Shame the Mac screen is so bad in the sun ,good morning freezing inside really warm shame mac screen bad sun,11,65
0,Updating  http://tr.im/oGvx It is easy to forgot how and where update site after more then one year ,updating easy forgot update site one year,7,41
0,I think I broke my tummy ,think broke tummy,3,17
0,homework  why god why ?! hahah,homework god hahah,3,18
1,@plumpgoddess Good morning to you; not tweeted yet; but good luck to your nephew ,good morning tweeted yet good luck nephew,7,41
0,"@Robynsey hahah no, my friend was using my iPhone. I can't drink this week!!!!  I'm on some meds cause I'm sick...",hahah friend wa using iphone cant drink week im med cause im sick,13,65
0,"can't believe how much money she's spent today  Now off home to make cheesecake. Got natural yogurt, hoping it's like fromage frais :S",cant believe much money shes spent today home make cheesecake got natural yogurt hoping like fromage frais,17,106
1,@selenagomez thanks for posting that site. i loved that song that pink sang! ,thanks posting site loved song pink sang,7,40
1,&quot;You can ride to the top but you can't ride on my cock yeaaa!&quot; hahaha aww @GabrielSaporta makes me giggle. ,quotyou ride top cant ride cock yeaaaquot hahaha aww make giggle,11,64
1,Getting ready for church...and breakfast after ,getting ready churchand breakfast,4,33
1,@Rokkull hey you're my 100th! thanks for the follow ,hey youre 100th thanks follow,5,29
0,"@Slip_n_Slide hey girlie, I am off to bed now  But have a good night and I shall talk to you tomorrow if that is okay. *hugs*",hey girlie bed good night shall talk tomorrow okay hug,10,54
0,though the guinea pigs aren't coming for like another two weeks  it'll be messy again by that time.,though guinea pig arent coming like another two week itll messy time,12,68
1,@George_Williams Wonderful. Did you see that I started my Rock Star Blog Tour?  http://bit.ly/aufeL Gonna have a blog soon for me to add?,wonderful see started rock star blog tour gon na blog soon add,12,62
1,"Spent the afternoon playing guitar hero world tour, it's been great fun ",spent afternoon playing guitar hero world tour great fun,9,56
1,@KennethCK hell no  do you? what ur doin ?,hell ur doin,3,12
1,@CherryVette To old?  Say it ain't so ,old say aint,3,12
1,rain rain come again lalala.. haha i love rainy days ,rain rain come lalala haha love rainy day,8,41
1,"A new day, more meetings today. But these are good meetings ",new day meeting today good meeting,6,34
0,"@Hareesun Yeh, because of the antenna ",yeh antenna,2,11
1,is going to be on her way home soon to wonderful boyfriend and her besties!!! ,going way home soon wonderful boyfriend besties,7,47
0,@elwang I know it does! My body just hates me right now.  enjoy.,know doe body hate right enjoy,6,30
1,@youngq Hell yes! ,hell yes,2,8
0,"@SidthaKid I wish, I can't upgrade for another year and a half unless I wanna pay full price for something ",wish cant upgrade another year half unless wan na pay full price something,13,74
1,"@Sean_Leahy nah, make that Andy Brickley and Jack Edwards. ",nah make andy brickley jack edward,6,34
1,@BrianLockwood I see you're having a productive Saturday! ,see youre productive saturday,4,29
0,"@tommcfly i miss you, Tom  /cry",miss tom cry,3,12
0,Think I'm immersing myself in all things technological because politics is wearying me so. Not good. ,think im immersing thing technological politics wearying good,8,61
1,Rice &amp; Beans Vintage $50 Giveaway http://bit.ly/wM5is ...you can get great things with that $50 too! ,rice amp bean vintage 50 giveaway get great thing 50,10,52
1,so yeah i guess life is going good. wish i could get things with the lady friend good and stay that way. that would be nice ,yeah guess life going good wish could get thing lady friend good stay way would nice,16,84
1,@tedmurphy a drink with some protein!  Let's make it healthier! ,drink protein let make healthier,5,32
1,my banana diet now includes banana bread flavored oatmeal!  http://is.gd/QAhb,banana diet includes banana bread flavored oatmeal,7,50
0,@catoblepas THAT'S WHAT I WAS THINKING. i don't feel sick. ,thats wa thinking dont feel sick,6,32
1,got a new phone! Whooooo! ,got new phone whooooo,4,21
0,@easyleesy oh luckky!  lets see. I went to the store and got some things.. And then couldnt sleep ,oh luckky let see went store got thing couldnt sleep,10,52
1,@electricfuneral you already gave it to me ,already gave,2,12
0,@BoySean unsure - but this is the last ,unsure last,2,11
1,Playtime!  http://pikchur.com/aZa  Is that a messed up Odango hairstyle?  ,playtime messed odango hairstyle,4,32
1,@Eri8321317 I know alot of people are waiting til their shows!  At least the thought was there! ,know alot people waiting til show least thought wa,9,50
0,"I hope to make roasted beet hummus today, but first... I MUST go to the gym.  ",hope make roasted beet hummus today first must go gym,10,53
0,@ItsxCourtxBitch I missed it ,missed,1,6
1,"Damn, last night was crazy fun! I saw basshunter ",damn last night wa crazy fun saw basshunter,8,43
0,I NEED AN EDITOR! NOW! ,need editor,2,11
1,@maxime68  I can't drink the stuff. makes me ill. I have to wake up the natural way ,cant drink stuff make ill wake natural way,8,42
0, Shoulder still playing up EEK,shoulder still playing eek,4,26
0,Nearly was up to speed on picture posting there... now they will be coming too fast while I move &quot;too slow.&quot;  Name of pizzaria forgotten. ,nearly wa speed picture posting coming fast move quottoo slowquot name pizzaria forgotten,13,89
1,"@rustyrockets I want your babies - if you ever turn gay, come on over ",want baby ever turn gay come,6,28
1,@Mel_White_ now ur just talking crazy mel ,ur talking crazy mel,4,20
0,"here at home, doin' nothing but home works since classes were suspended and there's nothing else to do ",home doin nothing home work since class suspended nothing else,10,62
1,Morning everyone! . I only have a little time on here...gotta tan/workout/get ready for work  but I will make up 4 it 2nite bout midnight ,morning everyone little time heregotta tanworkoutget ready work make 4 2nite bout midnight,13,90
0,@rollingcherry Me neither ,neither,1,7
1,@jeannicole Exactly! ,exactly,1,7
0,"@NoreeN_Ong yes! n up till nw, i have nt eaten! gosh ",yes n till nw nt eaten gosh,7,27
1,good morning ,good morning,2,12
0,@jessumm btw jesss kogi td sudah gk bs order again. They stop the order at 3  I arrive there at 305 too badd. Nxt timeee,btw jesss kogi td sudah gk b order stop order 3 arrive 305 badd nxt timeee,16,74
0,@Oren_The_Red can't even find the ipcc file for now  I must miss something...,cant even find ipcc file must miss something,8,44
0,"@Kezxx I need more twitter friends, or i'll just have to result in Facebook! ",need twitter friend ill result facebook,6,39
0,wishing I was back in Quincy ,wishing wa back quincy,4,22
1,"KARMA IS A B-WORD!!!! ashlyn, michelle, and I always get what we want ",karma bword ashlyn michelle always get want,7,43
0,i miss my daddy...one more month ,miss daddyone month,3,19
0,@thelongmile  is anyone good at saying the right thing to girls?,anyone good saying right thing girl,6,35
1,"chillin, should be sleeping....I miss you, hun ",chillin sleepingi miss hun,4,26
0,Brian Stole My ice cream ,brian stole ice cream,4,21
0,@GhostTown_ bring me something from Cali! ,bring something cali,3,20
0,@mandyism NO YOU DON'T. Canada sucks.  ,dont canada suck,3,16
1,@mmitchelldaviss I am liking the new background on youtube ,liking new background youtube,4,29
1,I feel #LBP is calling me~ Be back later! ,feel # lbp calling back later,6,29
0,chillin' out after having din-din w/ my folks.  Amazing how Hannaford can mess up fried chicken. ,chillin dindin w folk amazing hannaford mess fried chicken,9,58
1,@Jonasbrothers  new music video!!! so excited. can't wait.,new music video excited cant wait,6,33
1,@stfallen cuz the catalysis of soberness does not come free ,cuz catalysis soberness doe come free,6,37
0,"@Klowner its a style, not a speed. its still a jeeeep after all. (weird @twidroid repeat fail, and eating of my paste buffer  ..)",style speed still jeeeep weird repeat fail eating paste buffer,10,62
0,What in the world did I do? The font is so big suddenly.. ,world font big suddenly,4,23
0,@ValleyGurl yea im still crying ,yea im still cry,4,16
1,"Tomorrow:work, turning in applications, ballet class (!) with bff (!), who is also spending the night (!) ",tomorrowwork turning application ballet class bff also spending night,9,69
1,"@rhettroberts Yup, that's my sax! ",yup thats sax,3,13
0,Monye dropped from the Lions team.  #Lions,monye dropped lion team # lion,6,30
1,@DragonBe You two look so cool on that picture! ..and what a sunny day it is there..  have fun,two look cool picture sunny day fun,7,35
0,"@pekegirl809 No unfortunately I wonât be at either of the M shows, but I will be at the SS (oops). Bummer u canât go. ",unfortunately wonât either show oops bummer u canât go,9,54
0,Cummon people. Change the water. I'm thirsty ,cummon people change water im thirsty,6,37
0,computer class with no rey ,computer class rey,3,18
1,hey how are yu?i'm a big fan ,hey yuim big fan,4,16
1,Is headed to bed...dreams of Tony in her head...Tony AWARDS that is ,headed beddreams tony headtony award,5,36
1,The baddest chix in the game http://bit.ly/8udSX ,baddest chix game,3,17
1,is starving!!! I guess it's a good thing my family is going to lunch for Mother's Day! ,starving guess good thing family going lunch mother day,9,55
1,@Diana_Vickers_ Morninggg diana  Its england what do we expect?  haa xxxx,morninggg diana england expect haa xxxx,6,39
1,@diamondjasmine Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,get 100 follower day using add everyone train pay vip,10,53
0,@Ryanpiezo Where were you yesterday ,yesterday,1,9
1,My thoughts are soo infinitely Amazing i need 2  stop myself from tweeting EVERYTHING i got up there... twitter is good therapy 4 me ,thought soo infinitely amazing need 2 stop tweeting everything got twitter good therapy 4,14,89
0,Chalk art festival got rained out ,chalk art festival got rained,5,29
1,Just call me Blonde... Fi Blonde ,call blonde fi blonde,4,21
0,"@lennel That is sooo sickening! Whya re people still living in the past man, such a shame ",sooo sickening whya people still living past man shame,9,54
1,@kellymccausey ha ha.  I am not that far behind ya ,ha ha far behind ya,5,19
0,@Mirandasquish DON'T YOU BAAAAAAAWR AT ME makes my rib hurts ,dont baaaaaaawr make rib hurt,5,29
0,"@ThePBG I see you babysitting a few Bad Seeds, no? So sorry to hear bout those demon Spawns you had to deal with ",see babysitting bad seed sorry hear bout demon spawn deal,10,57
1,@Dr_Wes I really liked some of the songs that came from the Eddie and the Cruiser movies ,really liked song came eddie cruiser movie,7,42
1,@uncle_deb i know i'm not...we're just all afraid to say it out loud.  ,know im notwere afraid say loud,6,31
0,@chargarrisson  what's wrong?,whats wrong,2,11
0,Ive been a bad mother to my dog  shes acting out.. this is some  lol doctor phill help!,ive bad mother dog shes acting lol doctor phill help,10,52
0,make me feel good when I hurt so bad ,make feel good hurt bad,5,23
0,is bummed that he won't be able to go to San Francisco for his birthday next month... ,bummed wont able go san francisco birthday next month,9,53
0,@hugo382 Aw.  Okay. Take care!,aw okay take care,4,17
0,@agiam OH YES!! i &lt;3 Kathy griffin; Shes in town in a few but its $60 &amp; ive seen her shows so not willing to spend money on used material ,oh yes lt3 kathy griffin shes town 60 amp ive seen show willing spend money used material,17,89
0,@fudgecrumpet you're v grumpy today ,youre v grumpy today,4,20
1,@robbieg8s But he was much cuter than the clash.  They dug out their best looking bloke for the night.,wa much cuter clash dug best looking bloke night,9,48
0,@Ladysaboss  i wanna b a friend so i can hear all the footage..,wan na b friend hear footage,6,28
1,Just saw #StarTrek on #IMAX....WOW!! I cannot wait to see it again !! AMAZING!! Gene Roddenbery would be proud ,saw # startrek # imaxwow wait see amazing gene roddenbery would proud,12,69
0,@AmberPlunkett yea im already behind bc i have to take chem this summer at AP bc im not in calc yet &amp; you have to pass calc to take chem ,yea im already behind bc take chem summer ap bc im calc yet amp pas calc take chem,18,82
0,Another rainy day.. want to crawl back in bed but can't @ work.... ,another rainy day want crawl back bed cant work,9,47
0,@mileycyrus u ok girl?? u sound a little sad ,u ok girl u sound little sad,7,28
1,nick likes talking in third person. Nick is gonna be an anteater ,nick like talking third person nick gon na anteater,9,51
1,@lopilopi kataifi@lifeinathens ok..no prob..  sidagma ala 8a sou stilo k mnm..proo8ise to k se opion 8es.. ,kataifi okno prob sidagma ala 8a sou stilo k mnmproo8ise k se opion 8es,14,71
1,goodnight peeps. interesting day. new beginning soon.  now for one of the best wonders of this world... a nice cold bed with heavy sheets.,goodnight peep interesting day new beginning soon one best wonder world nice cold bed heavy sheet,16,97
0,@netmeg your day sounds like my week for the most part ,day sound like week part,5,24
